Linea;Categoria;Referencia;Año;Autor;Titulo del Libro;País;Editorial;Cantidad;Palabras Clave;Prestado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-110;1999;Alcaldía Mayor de Bogotá;Ecoguías para el Municipio Colombiano 7. Educación ambiental aprendiendo de la naturaleza;Colombia;Tercer Mundo;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-111;2005;"Rey, Gina; Rojas, Angela, Chateloin, Felicia";El barrio de Colón. Rehabilitación urbana y desarrollo comunitario en La Habana;Cuba;Ponton Caribe;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-112;2004;Departamento Nacional de Planeación;Recorriendo Suba 2004;Colombia;DNP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-113;1995;Alcaldía Mayor de Tunja;Plan de Desarrollo Tunja, Siglo XXI;Colombia;Editorial Talleres Gráficos Ltda;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-114;2002;Guzmán, Ángela Inés;La ciudad del río, Honda;Colombia;Editorial Unibiblos;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-115;2010;"Hernández Molina, Rubén; Carrasco Zaldúa Fernando";Las nieves la ciudad al otro lado;Colombia;Buenos y creativos S.A.S;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-116;2002;Facultad de Artes. Universidad Nacional de Colombia;2001 Tres proyectos para Armenia;Colombia;Editorial Unibiblos;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-117;2011;Alcaldía Mayor de Bogotá;"Usme; historia de un territorio ";Colombia;Imprenta Nacional;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-118;1999;Municipio de Armenia;Armenia ciudad educadora. Cartilla de actuacion urbana zona 8 Sector Centro;Colombia;Fudesco;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-119;;"Hernández, Carlos; Samper, Eduardo y Cortés, Fernando";Propuesta de recuperacion del espacio pùblico del barrio Egipto;Colombia;BCH;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-120;1994;"Alak, Julio César; Román; Iglesias, Ariel; Morosi, Julio Ángel";La Plata: de la ciudad antigüa a la ciudad nueva sueños y realidades;Argentina;Estudio Formas;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-121;2010;Rodríguez Basto, Gedma Estela;El espacio público en  barrios incompletos de vivienda popular. Estudio de caso en Funza, Mosquera y Madrid;Colombia;Libros del Páramo;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-122;;Alcaldía Mayor de Bogotá;La Candelaria Centro Histórico Santa Fe de Bogotá;Colombia;Corporación La Candelaria;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-123;;United Nations Centre for Human Settlements (habitat);Síntesis de acción del informe mundial sobre los asentamientos humanos;Kenya;ONU;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-124;2015;Pós;Revista de programa de pós-graducao em arquitetura e urbanismo de fauusp;Brasil;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-125;2003;Rueda Gómez, Néstor José;Bucaramanga: paradojas de un ordenamiento urbano. Evolucion de las políticas, normativas y planes de ordenamiento urbano de la ciudad de Bucaramanga durante el siglo XX;Colombia;Litografia Iris Impresores;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-126;1999;;Foro economico, regional y urbano. Bogotá ¿tendrá transporte masivo?;Colombia;"Operaciones Urbanas y Regionales ""Urbanar";1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-127;2016;Agencia Nacional Inmobiliaria Virgilio Vargas;Destination Ciudad CAN 2038;Colombia;Agencia Nacional Inmobiliaria Virgilio Vargas;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-128;1999;Hernández - Zabala - De Poortrere;Plan Integral para el centro de Armenia ;Colombia;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-129;2013;Alcaldia Mayor de Bogotá;Decreto 364 de 26 de agosto de 2013;Colombia;Alcaldía Mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-130;2018;Alcaldía mayor de Bogotá;El POT es más calidad de vida para Bogotá y la región. Guía estratégica.;Colombia;Alcaldía Mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-131;2015;Alcaldía mayor de Bogotá;Avenida Jorge Eliécer Gaitán. Corredor Cultural calle 26: eje de la paz y la memoria.;Colombia;Alcaldía Mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-132;2001;Alcaldía mayor de Bogotá;Ojo con la Ciudad;Colombia;Alcaldía Mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-133;2007;Alcaldía mayor de Bogotá;Hábitat y espacio público;Colombia;Alcaldía Mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-134;1998;;La vivienda social y su desarrollo progresivo. Manual para el cumplimiento de normas urbanisticas y arquitectonicas en proyectos de vivienda de interes social Tomo I;Colombia ;Sena-Camacol;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-135;1998;Camacol;La vivienda social y su desarrollo progresivo. Manual para el cumplimiento de normas urbanisticas y arquitectonicas en proyectos de vivienda de interes social Tomo II;Colombia ;Sena-Camacol;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-136;1998;Alcaldía mayor de Bogotá;Manueal de diseño y ubicación de elementos en el espacio publico;Colombia ;Alcaldía Mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-137;2000;Alcaldía mayor de Bogotá;La Bogotá del tercer milenio : historia de una revolución urbana 1998-2000: Bogotá Viva;Colombia ;Alcaldía Mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-138;2004;Universidad Nacional de Colombia. Sede Medellin ;Mejoramineto integral del barrio Moravia, Medellín;Colombia ;Universidad Nacional de Colombia. Sede Medellin ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-139;1993;Alcaldía mayor de Bogotá;Cartilla del espacio público;Colombia ;Alcaldía mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-140;1986;Pedro Santana;Moravia, Medellín Colombia;Alemania;Eschborn;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-141;2007;Alcaldia de Medellín;Medellín Ciudad a campo abierto. Por un pacto social para el ordenamiento territorial;Colombia;Alcaldia de Medellín;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-142;2000;Alcaldía mayor de Bogotá;La Bogotá del tercer milenio : historia de una revolución urbana 1998-2000: Para todos;Colombia ;Alcaldía Mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-143;2000;Alcaldía mayor de Bogotá;La Bogotá del tercer milenio : historia de una revolución urbana 1998-2000: A escala humana;Colombia ;Alcaldía Mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-144;2004;Moreno Blanco, Omar Enrique - Peña Frade Nayibe;Formas de crecimiento urbano regional, en el caso de las localidades de Bosa, Ciudad Bolivar y Usme, y el municipio de soacha;Colombia ;Universidad La Gran Colombia;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-145;1998;;Guia dels parcs de l´area metropolitana de barcelona;Colombia ;Area metropolitana de Barcelona;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-146;2009;Villar Lozano, Mayerly Rosa - Triviño Rodriguez, Martha Isabel - Monroy Leal, Myriam;Transformaciones urbanas en Bogotá 1930-1948 incidencia de la mentalidad colectiva;Colombia ;Universidad La Gran Colombia;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-147;2005;Alcaldia Mayor de Bogotá;Decreto 215 de 2005, Tomo 1 - Plan maestro de espacio público.;Colombia ;Alcaldia Mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-148;2005;Alcaldia Mayor de Bogotá;El espacio público como patrimonio de la ciudad, Tomo 2 - Plan maestro de espacio publico;Colombia ;Alcaldia Mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-149;2005;Alcaldia Mayor de Bogotá;Conjuntos monumentales, Tomo 4 - Plan maestro de espacio publico;Colombia ;Alcaldia Mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-150;2015;Alcaldia Mayor de Bogotá;Análisis de la dinamica Urbana: Medición gestión y financiación del desarrollo urbano;Colombia ;Alcaldia Mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Planeacion Urbana y Normativa;PUN-151;2007;Alcaldia Mayor de Bogotá;Cartilla de accesos vehiculares a predios con frente a vías arterias;Colombia ;Alcaldia Mayor de Bogotá;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Patrimonio Cultural Colombiano;;;;;;;Total;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Cultura y espacio urbano;Patrimonio Cultural Colombiano;PCC-001;2013;Ministerio de Cultura;Patrimonio de la humanidad en Colombia;Colombia;Planeta;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
